index,x,y,progress
0,4.602060e+02,7.354080e+02,1.782879e-09
1,4.592160e+02,7.344180e+02,1.780767e-09
2,4.602060e+02,7.344180e+02,1.781932e-09
3,4.611960e+02,7.344180e+02,1.783519e-09
4,4.621860e+02,7.344180e+02,1.786201e-09
5,4.631760e+02,7.344180e+02,1.791257e-09
6,4.641660e+02,7.344180e+02,1.801669e-09
7,4.582260e+02,7.334280e+02,1.778375e-09
8,4.592160e+02,7.334280e+02,1.779563e-09
9,4.602060e+02,7.334280e+02,1.780795e-09
10,4.611960e+02,7.334280e+02,1.782365e-09
11,4.621860e+02,7.334280e+02,1.784847e-09
12,4.631760e+02,7.334280e+02,1.789614e-09
13,4.592160e+02,7.324380e+02,1.778017e-09
14,4.602060e+02,7.324380e+02,1.779353e-09
15,4.611960e+02,7.324380e+02,1.780989e-09
16,4.621860e+02,7.324380e+02,1.783449e-09
17,4.592160e+02,7.314480e+02,1.775906e-09
18,4.602060e+02,7.314480e+02,1.777481e-09
19,4.611960e+02,7.314480e+02,1.779300e-09
20,4.621860e+02,7.314480e+02,1.781939e-09
21,4.592160e+02,7.304580e+02,1.772658e-09
22,4.602060e+02,7.304580e+02,1.774756e-09
23,4.611960e+02,7.304580e+02,1.777002e-09
24,4.621860e+02,7.304580e+02,1.780097e-09
25,5.077260e+02,7.304580e+02,1.986529e-02
26,4.592160e+02,7.294680e+02,1.766763e-09
27,4.602060e+02,7.294680e+02,1.769907e-09
28,5.077260e+02,7.294680e+02,1.986529e-02
29,5.087160e+02,7.294680e+02,1.986529e-02
30,5.097060e+02,7.294680e+02,1.986529e-02
31,4.602060e+02,7.284780e+02,1.759578e-09
32,5.087160e+02,7.284780e+02,1.986529e-02
33,5.097060e+02,7.284780e+02,1.986529e-02
34,5.106960e+02,7.284780e+02,1.986529e-02
35,5.087160e+02,7.274880e+02,1.986529e-02
36,5.097060e+02,7.274880e+02,1.986529e-02
37,5.106960e+02,7.274880e+02,1.986529e-02
38,5.116860e+02,7.274880e+02,1.986529e-02
39,5.126760e+02,7.274880e+02,1.986529e-02
40,5.097060e+02,7.264980e+02,1.986529e-02
41,5.106960e+02,7.264980e+02,1.986529e-02
42,5.116860e+02,7.264980e+02,1.986529e-02
43,5.126760e+02,7.264980e+02,1.986529e-02
44,5.136660e+02,7.264980e+02,1.986529e-02
45,5.146560e+02,7.264980e+02,1.986529e-02
46,5.156460e+02,7.264980e+02,1.986529e-02
47,5.166360e+02,7.264980e+02,1.986529e-02
48,5.106960e+02,7.255080e+02,1.986529e-02
49,5.116860e+02,7.255080e+02,1.986529e-02
50,5.126760e+02,7.255080e+02,1.986529e-02
51,5.136660e+02,7.255080e+02,1.986529e-02
52,5.146560e+02,7.255080e+02,1.986529e-02
53,5.156460e+02,7.255080e+02,1.986529e-02
54,5.106960e+02,7.245180e+02,1.986529e-02
55,5.116860e+02,7.245180e+02,1.986529e-02
56,5.126760e+02,7.245180e+02,1.986529e-02
57,5.136660e+02,7.245180e+02,1.986529e-02
58,5.146560e+02,7.245180e+02,1.986529e-02
59,5.156460e+02,7.245180e+02,1.986529e-02
60,5.106960e+02,7.235280e+02,1.986529e-02
61,5.116860e+02,7.235280e+02,1.986529e-02
